조사방식	채널	고객경험단계	서비스품질요소	고객경험요소
TD	브랜드	전문성	직원 고객 서비스 역량	신뢰감을 주는 응대 태도
TD	브랜드	전문성	직원 고객 서비스 역량	상담 내용의 명확하고 간결한 전달
TD	브랜드	전문성	직원 고객 서비스 역량	상담 후 후속 조치의 철저함
TD	브랜드	전문성	직원 고객 서비스 역량	고객의 감정 공감 및 상황 해결 역량
TD	브랜드	전문성	직원 커뮤니케이션 역량	고객의 질문 의도 파악 능력
TD	브랜드	전문성	직원 커뮤니케이션 역량	일관성 있는 정보 제공
TD	브랜드	전문성	직원 커뮤니케이션 역량	긍정적 언어 사용 및 설명 스킬
TD	브랜드	전문성	직원 커뮤니케이션 역량	경청 및 공감 능력
TD	브랜드	전문성	직원 커뮤니케이션 역량	정확한 정보 전달 속도 조절
TD	브랜드	전문성	고객 문제해결을 위한 직원 대응 역량	복잡한 문제의 원스톱 해결
TD	브랜드	전문성	고객 문제해결을 위한 직원 대응 역량	예상치 못한 상황에 대한 대처
TD	브랜드	전문성	고객 문제해결을 위한 직원 대응 역량	내부 조직간 협업의 신속성
TD	브랜드	전문성	고객 문제해결을 위한 직원 대응 역량	해결책의 다양성 및 유연성 제시
TD	브랜드	전문성	고객 문제해결을 위한 직원 대응 역량	문제 해결 과정의 투명한 안내
TD	브랜드	전문성	디지털 금융 플랫폼 운영 및 인프라 역량	시스템의 안정성 및 오류 최소화
TD	브랜드	전문성	디지털 금융 플랫폼 운영 및 인프라 역량	거래 처리 속도의 신속성
TD	브랜드	전문성	디지털 금융 플랫폼 운영 및 인프라 역량	최신 기술 기반의 서비스 제공
TD	브랜드	전문성	디지털 금융 플랫폼 운영 및 인프라 역량	인프라의 보안성 및 개인정보 보호
TD	브랜드	전문성	디지털 금융 플랫폼 운영 및 인프라 역량	24시간 서비스 운영 안정성
TD	브랜드	전문성	종합 금융 서비스 제공	통합 자산 관리(WM) 서비스의 깊이
TD	브랜드	전문성	종합 금융 서비스 제공	기업 금융 및 컨설팅 역량
TD	브랜드	전문성	종합 금융 서비스 제공	해외 금융 네트워크 활용
TD	브랜드	전문성	종합 금융 서비스 제공	특화 분야 전문성 확보
TD	브랜드	전문성	종합 금융 서비스 제공	제3의 전문가 연계 서비스
TD	브랜드	혁신주도(미래가치)	슈퍼앱을 통한 금융과 비금융 서비스 제공	금융/비금융 서비스 간 seamless 연동
TD	브랜드	혁신주도(미래가치)	슈퍼앱을 통한 금융과 비금융 서비스 제공	주요 업무의 원스톱 처리
TD	브랜드	혁신주도(미래가치)	슈퍼앱을 통한 금융과 비금융 서비스 제공	타사 금융 정보의 통합 조회 편의성
TD	브랜드	혁신주도(미래가치)	슈퍼앱을 통한 금융과 비금융 서비스 제공	비금융 콘텐츠의 유용성
TD	브랜드	혁신주도(미래가치)	슈퍼앱을 통한 금융과 비금융 서비스 제공	슈퍼앱 내 검색 기능의 정확성
TD	브랜드	혁신주도(미래가치)	업무프로세스의 효율성	필요한 서류 제출의 자동화
TD	브랜드	혁신주도(미래가치)	업무프로세스의 효율성	심사 및 승인 과정의 AI/자동화
TD	브랜드	혁신주도(미래가치)	업무프로세스의 효율성	공인인증/비밀번호 입력 최소화
TD	브랜드	혁신주도(미래가치)	업무프로세스의 효율성	오류 발생 시 자동 복구 및 알림
TD	브랜드	혁신주도(미래가치)	업무프로세스의 효율성	24시간 365일 서비스 제공
TD	브랜드	혁신주도(미래가치)	혁신적 상품/서비스 제공	시장 선도형 신상품 출시
TD	브랜드	혁신주도(미래가치)	혁신적 상품/서비스 제공	AI 기반 초개인화 자산 관리
TD	브랜드	혁신주도(미래가치)	혁신적 상품/서비스 제공	새로운 결제/송금 수단의 도입
TD	브랜드	혁신주도(미래가치)	혁신적 상품/서비스 제공	금융 환경 변화에 맞춘 상품 개편
TD	브랜드	혁신주도(미래가치)	혁신적 상품/서비스 제공	금융 소외 계층을 위한 혁신
TD	브랜드	혁신주도(미래가치)	고객 요구와 시장 상황 대응력	고객 VOC의 신속한 반영
TD	브랜드	혁신주도(미래가치)	고객 요구와 시장 상황 대응력	시장 변화에 따른 선제적 서비스 제공
TD	브랜드	혁신주도(미래가치)	고객 요구와 시장 상황 대응력	경쟁사 혁신 서비스에 대한 대응 속도
TD	브랜드	혁신주도(미래가치)	고객 요구와 시장 상황 대응력	상품/서비스의 실험적 시도
TD	브랜드	혁신주도(미래가치)	고객 요구와 시장 상황 대응력	신기술 도입의 안정성 확보
TD	브랜드	혁신주도(미래가치)	비대면/대면채널 업무연속 원활성	채널 간 업무 진행 상황의 실시간 공유
TD	브랜드	혁신주도(미래가치)	비대면/대면채널 업무연속 원활성	대면 상담 자료의 디지털화
TD	브랜드	혁신주도(미래가치)	비대면/대면채널 업무연속 원활성	AI 상담과 직원 상담의 매끄러운 연계
TD	브랜드	혁신주도(미래가치)	비대면/대면채널 업무연속 원활성	대면/비대면 수령/제출 절차의 유연성
TD	브랜드	혁신주도(미래가치)	비대면/대면채널 업무연속 원활성	직원 태블릿 등을 활용한 디지털 상담
TD	브랜드	혁신주도(미래가치)	미래 지향적 사고와 전략	장기적 비전 및 혁신 계획의 투명한 공유
TD	브랜드	혁신주도(미래가치)	미래 지향적 사고와 전략	미래 기술 투자의 적극성
TD	브랜드	혁신주도(미래가치)	미래 지향적 사고와 전략	금융 외 미래 산업과의 연계
TD	브랜드	혁신주도(미래가치)	미래 지향적 사고와 전략	실패를 용인하는 혁신 문화 구축
TD	브랜드	혁신주도(미래가치)	미래 지향적 사고와 전략	차세대 플랫폼 구축 및 전환 안정성
TD	브랜드	신뢰정직	우수한 재정 안정성 및 건전성 	핵심 재무 건전성 지표의 투명성
TD	브랜드	신뢰정직	우수한 재정 안정성 및 건전성 	외부 충격 발생 시 서비스 안정성
TD	브랜드	신뢰정직	우수한 재정 안정성 및 건전성 	장기적인 신용 등급 및 평판 유지
TD	브랜드	신뢰정직	우수한 재정 안정성 및 건전성 	금융당국 규제 준수 및 평가 우수성
TD	브랜드	신뢰정직	우수한 재정 안정성 및 건전성 	위기 시 선제적인 리스크 관리
TD	브랜드	신뢰정직	긍정적인 고객만족도와 평판	민원 및 불만 사항의 공정한 처리
TD	브랜드	신뢰정직	긍정적인 고객만족도와 평판	고객 의견 반영을 통한 서비스 개선 공개
TD	브랜드	신뢰정직	긍정적인 고객만족도와 평판	윤리 경영 및 사회 공헌 활동
TD	브랜드	신뢰정직	긍정적인 고객만족도와 평판	부정적 보도 및 루머에 대한 신속 대응
TD	브랜드	신뢰정직	긍정적인 고객만족도와 평판	직원 역량 및 서비스 일관성 확보
TD	브랜드	신뢰정직	높은 직원 윤리의식	정직하고 투명한 상품 정보 제공
TD	브랜드	신뢰정직	높은 직원 윤리의식	고객 이익 최우선의 영업 태도
TD	브랜드	신뢰정직	높은 직원 윤리의식	사적 정보 요구 및 부당 활용 금지
TD	브랜드	신뢰정직	높은 직원 윤리의식	금융 사고 및 윤리 위반 행위 내부 고발 채널
TD	브랜드	신뢰정직	높은 직원 윤리의식	상품 권유 시 강압적인 태도 배제
TD	브랜드	신뢰정직	고객정보 보호 역량	최고 수준의 보안 시스템 구축
TD	브랜드	신뢰정직	고객정보 보호 역량	개인 정보 수집 및 활용 동의의 명확성
TD	브랜드	신뢰정직	고객정보 보호 역량	마케팅 목적 연락의 확실한 차단
TD	브랜드	신뢰정직	고객정보 보호 역량	정보 유출 사고 발생 시 고객 알림 및 보상
TD	브랜드	신뢰정직	고객정보 보호 역량	불필요한 고객 정보의 철저한 파기
TD	브랜드	신뢰정직	상품판매 표준 준수	상품 핵심 설명 의무의 철저한 이행
TD	브랜드	신뢰정직	상품판매 표준 준수	고령/취약 계층 보호 규정 준수
TD	브랜드	신뢰정직	상품판매 표준 준수	약관 및 내부 규정의 일관된 준수
TD	브랜드	신뢰정직	상품판매 표준 준수	상담 및 계약 과정의 완전한 녹취/기록
TD	브랜드	신뢰정직	상품판매 표준 준수	불완전 판매 방지를 위한 내부 통제
TD	브랜드	신뢰정직	안전한 고객자산 보호	이상 금융 거래 탐지 시스템(FDS)의 정확성
TD	브랜드	신뢰정직	안전한 고객자산 보호	피싱/보이스피싱 등 사기 대응 역량
TD	브랜드	신뢰정직	안전한 고객자산 보호	금융 사고 발생 시 신속한 피해 구제
TD	브랜드	신뢰정직	안전한 고객자산 보호	예금자 보호 제도 안내의 명확성
TD	브랜드	신뢰정직	안전한 고객자산 보호	중요 금융 거래 알림 서비스의 신속성
TD	브랜드	동반성장(ESG)	환경 친화적 정책	디지털/페이퍼리스 금융 환경 구축
TD	브랜드	동반성장(ESG)	환경 친화적 정책	환경 관련 상품/대출 우대 혜택
TD	브랜드	동반성장(ESG)	환경 친화적 정책	지점 및 시설의 친환경 운영
TD	브랜드	동반성장(ESG)	환경 친화적 정책	환경 정보의 투명한 공개
TD	브랜드	동반성장(ESG)	환경 친화적 정책	친환경 스타트업 및 기술 투자
TD	브랜드	동반성장(ESG)	사회공헌	사회 공헌 활동의 실질적 효과
TD	브랜드	동반성장(ESG)	사회공헌	사회 공헌 활동 참여의 용이성
TD	브랜드	동반성장(ESG)	사회공헌	지역 사회와의 밀착된 협력
TD	브랜드	동반성장(ESG)	사회공헌	공익 캠페인 및 교육 활동
TD	브랜드	동반성장(ESG)	사회공헌	사회 공헌 성과의 투명한 보고
TD	브랜드	동반성장(ESG)	윤리적 경영	윤리 강령 및 반부패 정책의 투명성
TD	브랜드	동반성장(ESG)	윤리적 경영	이해 상충 방지를 위한 통제
TD	브랜드	동반성장(ESG)	윤리적 경영	내부 윤리 위반 행위의 엄정한 처벌
TD	브랜드	동반성장(ESG)	윤리적 경영	협력사 및 공급망의 윤리적 관리
TD	브랜드	동반성장(ESG)	윤리적 경영	상품 판매 과정의 공정성 확보
TD	브랜드	동반성장(ESG)	사회 취약계층 지원	포용 금융 상품 및 서비스 제공
TD	브랜드	동반성장(ESG)	사회 취약계층 지원	금융 교육 및 컨설팅 지원
TD	브랜드	동반성장(ESG)	사회 취약계층 지원	사회적 기업 및 비영리 단체 지원
TD	브랜드	동반성장(ESG)	사회 취약계층 지원	접근성 강화를 위한 기술 도입
TD	브랜드	동반성장(ESG)	사회 취약계층 지원	재난/재해 피해 고객 긴급 금융 지원
TD	브랜드	동반성장(ESG)	지배구조 및 체계 선도	이사회 및 경영진 구성의 투명성
TD	브랜드	동반성장(ESG)	지배구조 및 체계 선도	주주 및 이해관계자와의 소통
TD	브랜드	동반성장(ESG)	지배구조 및 체계 선도	공정하고 합리적인 성과 보상 체계
TD	브랜드	동반성장(ESG)	지배구조 및 체계 선도	금융 리스크 관리 시스템의 선진성
TD	브랜드	동반성장(ESG)	지배구조 및 체계 선도	내부 통제 및 감사 시스템의 독립성
TD	브랜드	동반성장(ESG)	ESG 금융상품의 다양화	다양한 ESG 테마 상품 출시
TD	브랜드	동반성장(ESG)	ESG 금융상품의 다양화	상품의 ESG 등급/정보 투명성
TD	브랜드	동반성장(ESG)	ESG 금융상품의 다양화	고객의 ESG 가치 기여도 확인
TD	브랜드	동반성장(ESG)	ESG 금융상품의 다양화	ESG 투자 상품의 수익률 경쟁력
TD	브랜드	동반성장(ESG)	ESG 금융상품의 다양화	ESG 금융 상품 가입의 용이성
TD	브랜드	고객소통	다양한 채널을 활용한 소통	SNS/디지털 채널의 활발한 운영
TD	브랜드	고객소통	다양한 채널을 활용한 소통	비대면 채널을 통한 VOC 수렴
TD	브랜드	고객소통	다양한 채널을 활용한 소통	오프라인(영업점) 채널의 피드백 활용
TD	브랜드	고객소통	다양한 채널을 활용한 소통	고객 맞춤형 커뮤니케이션 채널 제공
TD	브랜드	고객소통	다양한 채널을 활용한 소통	소통 채널 간 정보의 일관성
TD	브랜드	고객소통	긍정 브랜드 이미지 전달 역량	브랜드 핵심 가치의 명확한 전달
TD	브랜드	고객소통	긍정 브랜드 이미지 전달 역량	위기 상황 시 신뢰 회복 커뮤니케이션
TD	브랜드	고객소통	긍정 브랜드 이미지 전달 역량	금융 외적인 공감 메시지 전달
TD	브랜드	고객소통	긍정 브랜드 이미지 전달 역량	브랜드 톤앤매너의 일관성 유지
TD	브랜드	고객소통	긍정 브랜드 이미지 전달 역량	직원들의 브랜드 메신저 역할 수행
TD	브랜드	고객소통	고객과의 높은 정서적 교감	직원 상담 시 고객의 감정 공감
TD	브랜드	고객소통	고객과의 높은 정서적 교감	고객의 기쁨/슬픔에 함께하는 이벤트
TD	브랜드	고객소통	고객과의 높은 정서적 교감	인간적인 스토리텔링 기반 홍보
TD	브랜드	고객소통	고객과의 높은 정서적 교감	친근한 브랜드 캐릭터/모델 활용
TD	브랜드	고객소통	고객과의 높은 정서적 교감	쌍방향 참여형 캠페인
TD	브랜드	고객소통	고객 친화적 이미지를 홍보	복잡한 금융 정보를 쉬운 언어로 홍보
TD	브랜드	고객소통	고객 친화적 이미지를 홍보	생활 밀착형 금융 정보 제공
TD	브랜드	고객소통	고객 친화적 이미지를 홍보	고객 불편 사항 개선 홍보
TD	브랜드	고객소통	고객 친화적 이미지를 홍보	투명하고 정직한 광고 메시지
TD	브랜드	고객소통	고객 친화적 이미지를 홍보	금융 소외 계층을 배려하는 홍보
TD	브랜드	고객소통	스포츠 마케팅을 활용 소통	스포츠 이벤트 연계 상품/혜택 제공
TD	브랜드	고객소통	스포츠 마케팅을 활용 소통	스포츠 팬들과의 소통 활동
TD	브랜드	고객소통	스포츠 마케팅을 활용 소통	브랜드 이미지와 스포츠 가치의 결합
TD	브랜드	고객소통	스포츠 마케팅을 활용 소통	스포츠 스타를 활용한 친근한 홍보
TD	브랜드	고객소통	스포츠 마케팅을 활용 소통	지역 스포츠 팀과의 연계 및 지원
TD	브랜드	고객소통	원활한 커뮤니케이션 역량 보유	직원들의 적극적 경청 자세
TD	브랜드	고객소통	원활한 커뮤니케이션 역량 보유	고객의 질문 의도를 정확히 파악
TD	브랜드	고객소통	원활한 커뮤니케이션 역량 보유	전문 정보를 쉽게 설명하는 능력
TD	브랜드	고객소통	원활한 커뮤니케이션 역량 보유	상담 결과에 대한 명확한 요약 및 확인
TD	브랜드	고객소통	원활한 커뮤니케이션 역량 보유	채널 전환 시 정보 인계의 원활성
TD	플랫폼	로그인/인증	로그인/인증 화면의 시인성	명확한 가이드 및 레이아웃
TD	플랫폼	로그인/인증	로그인/인증 화면의 시인성	인증 수단 구분 명확성
TD	플랫폼	로그인/인증	로그인/인증 화면의 시인성	에러 메시지의 이해도
TD	플랫폼	로그인/인증	로그인/인증 화면의 시인성	화면 요소의 접근성
TD	플랫폼	로그인/인증	로그인/인증 화면의 시인성	입력 필드의 가독성
TD	플랫폼	로그인/인증	로그인/인증의 신속성	인증 소요 시간
TD	플랫폼	로그인/인증	로그인/인증의 신속성	서버 응답 속도
TD	플랫폼	로그인/인증	로그인/인증의 신속성	불필요한 단계 제거
TD	플랫폼	로그인/인증	로그인/인증의 신속성	생체 인증의 인식 속도
TD	플랫폼	로그인/인증	로그인/인증의 신속성	빠른 오류 복구 시간
TD	플랫폼	로그인/인증	로그인/인증의 보안성	인증 수단의 안전성 체감
TD	플랫폼	로그인/인증	로그인/인증의 보안성	이상 거래 탐지(FDS) 알림
TD	플랫폼	로그인/인증	로그인/인증의 보안성	비밀번호/패턴 관리 용이성
TD	플랫폼	로그인/인증	로그인/인증의 보안성	앱 실행 시 보안 점검
TD	플랫폼	로그인/인증	로그인/인증의 보안성	다중 인증 옵션
TD	플랫폼	로그인/인증	로그인/인증 방식의 다양성	다양한 간편 인증 지원 범위
TD	플랫폼	로그인/인증	로그인/인증 방식의 다양성	기존 인증 수단의 유지
TD	플랫폼	로그인/인증	로그인/인증 방식의 다양성	기기 변경/재설치 시 유연성
TD	플랫폼	로그인/인증	로그인/인증 방식의 다양성	인증 방식 간의 전환 용이성
TD	플랫폼	로그인/인증	로그인/인증 방식의 다양성	비대면 신원 확인의 편리성
TD	플랫폼	로그인/인증	로그인/인증 안정성	접속 오류 및 튕김 현상
TD	플랫폼	로그인/인증	로그인/인증 안정성	OS/기기별 호환성
TD	플랫폼	로그인/인증	로그인/인증 안정성	네트워크 환경 의존성
TD	플랫폼	로그인/인증	로그인/인증 안정성	인증 실패의 비반복성
TD	플랫폼	로그인/인증	로그인/인증 안정성	시스템 점검 안내 강화
TD	플랫폼	로그인/인증	로그인/인증 이용편의성	로그인 유지 기능
TD	플랫폼	로그인/인증	로그인/인증 이용편의성	자동 로그인 설정의 용이성
TD	플랫폼	로그인/인증	로그인/인증 이용편의성	인증 정보 입력의 간편성
TD	플랫폼	로그인/인증	로그인/인증 이용편의성	비밀번호 찾기/재설정 흐름
TD	플랫폼	로그인/인증	로그인/인증 이용편의성	타 서비스 연동 (SSO)
TD	플랫폼	홈화면	홈화면의 심미성	랜드 아이덴티티 적절성
TD	플랫폼	홈화면	홈화면의 심미성	색상 및 폰트의 조화
TD	플랫폼	홈화면	홈화면의 심미성	시각적 균형감
TD	플랫폼	홈화면	홈화면의 심미성	애니메이션 및 전환 효과
TD	플랫폼	홈화면	홈화면의 심미성	세심한 디테일 & 완성도
TD	플랫폼	홈화면	홈화면 콘텐츠의 시인성	핵심 계좌 정보 노출
TD	플랫폼	홈화면	홈화면 콘텐츠의 시인성	메뉴/버튼의 명확성
TD	플랫폼	홈화면	홈화면 콘텐츠의 시인성	중요 알림/이벤트 강조
TD	플랫폼	홈화면	홈화면 콘텐츠의 시인성	광고 및 비핵심 정보 구분
TD	플랫폼	홈화면	홈화면 콘텐츠의 시인성	정보 계층 구조의 명료화
TD	플랫폼	홈화면	홈화면 콘텐츠의 연결성 	정상적인 서비스 연결
TD	플랫폼	홈화면	홈화면 콘텐츠의 연결성 	컨텍스트 기반 연결
TD	플랫폼	홈화면	홈화면 콘텐츠의 연결성 	개인화 콘텐츠의 연결 적합성
TD	플랫폼	홈화면	홈화면 콘텐츠의 연결성 	빠른 검색 기능의 연결
TD	플랫폼	홈화면	홈화면 콘텐츠의 연결성 	사용자 경로 최적화
TD	플랫폼	홈화면	홈화면 콘텐츠의 고객 지향성	개인화된 맞춤 계좌 노출
TD	플랫폼	홈화면	홈화면 콘텐츠의 고객 지향성	이용 패턴 기반 메뉴 추천
TD	플랫폼	홈화면	홈화면 콘텐츠의 고객 지향성	맞춤형 상품/이벤트 추천
TD	플랫폼	홈화면	홈화면 콘텐츠의 고객 지향성	고객 등급/혜택 정보 노출
TD	플랫폼	홈화면	홈화면 콘텐츠의 고객 지향성	접근성 기준 준수
TD	플랫폼	홈화면	홈화면 콘텐츠의 다양성	전체 메뉴의 포괄성
TD	플랫폼	홈화면	홈화면 콘텐츠의 다양성	금융/비금융 콘텐츠 혼합
TD	플랫폼	홈화면	홈화면 콘텐츠의 다양성	콘텐츠의 주기적 관리
TD	플랫폼	홈화면	홈화면 콘텐츠의 다양성	다양한 뷰 모드의 제공
TD	플랫폼	홈화면	홈화면 콘텐츠의 다양성	고객 참여형 콘텐츠
TD	플랫폼	홈화면	홈화면을 통한 메뉴 진입 신속성	퀵메뉴 응답 속도
TD	플랫폼	홈화면	홈화면을 통한 메뉴 진입 신속성	전체 메뉴 로딩 속도
TD	플랫폼	홈화면	홈화면을 통한 메뉴 진입 신속성	최적화된 초기 로딩
TD	플랫폼	홈화면	홈화면을 통한 메뉴 진입 신속성	백그라운드 데이터 처리
TD	플랫폼	홈화면	홈화면을 통한 메뉴 진입 신속성	메모리/리소스 사용 효율
TD	플랫폼	통합검색	통합검색 메뉴의 시인성	검색 버튼의 위치 및 크기
TD	플랫폼	통합검색	통합검색 메뉴의 시인성	검색창 접근의 일관성
TD	플랫폼	통합검색	통합검색 메뉴의 시인성	검색 기능의 명칭/아이콘
TD	플랫폼	통합검색	통합검색 메뉴의 시인성	검색어 입력 시 즉각 반응
TD	플랫폼	통합검색	통합검색 메뉴의 시인성	최근/인기 검색어 노출
TD	플랫폼	통합검색	통합검색의 사용 편의성	자동 완성 및 오탈자 보정
TD	플랫폼	통합검색	통합검색의 사용 편의성	음성/이미지 등 입력 방식
TD	플랫폼	통합검색	통합검색의 사용 편의성	검색 필터 및 범위 설정
TD	플랫폼	통합검색	통합검색의 사용 편의성	검색 기록 관리 편의성
TD	플랫폼	통합검색	통합검색의 사용 편의성	검색어 입력의 편의성
TD	플랫폼	통합검색	통합검색의 고객지향성	검색어-고객 니즈 매칭 정확도
TD	플랫폼	통합검색	통합검색의 고객지향성	고객 맞춤형 검색 결과
TD	플랫폼	통합검색	통합검색의 고객지향성	금융 용어 및 약어 처리
TD	플랫폼	통합검색	통합검색의 고객지향성	고객 검색 의도 파악
TD	플랫폼	통합검색	통합검색의 고객지향성	검색 트렌드 활용성
TD	플랫폼	통합검색	검색결과의 시인성	결과 목록의 명확한 구분
TD	플랫폼	통합검색	검색결과의 시인성	결과 요약 정보의 충실도
TD	플랫폼	통합검색	검색결과의 시인성	검색어 하이라이트
TD	플랫폼	통합검색	검색결과의 시인성	중요 정보의 우선 배치
TD	플랫폼	통합검색	검색결과의 시인성	총 검색결과 개수 표시
TD	플랫폼	통합검색	검색결과의 정보 충분성	결과 범위의 포괄성
TD	플랫폼	통합검색	검색결과의 정보 충분성	상세 정보의 깊이
TD	플랫폼	통합검색	검색결과의 정보 충분성	관련 콘텐츠/FAQ 연계
TD	플랫폼	통합검색	검색결과의 정보 충분성	실시간 정보 반영
TD	플랫폼	통합검색	검색결과의 정보 충분성	고객센터/챗봇 연계
TD	플랫폼	통합검색	검색결과 메뉴 연계 편리성	Direct Link (바로가기)
TD	플랫폼	통합검색	검색결과 메뉴 연계 편리성	상품검색의 용이성
TD	플랫폼	통합검색	검색결과 메뉴 연계 편리성	검색어-메뉴 간 관계 설정
TD	플랫폼	통합검색	검색결과 메뉴 연계 편리성	연계 서비스 오류 방지
TD	플랫폼	통합검색	검색결과 메뉴 연계 편리성	정보안내 페이지의 연결 용이성
TD	플랫폼	금융상품몰	금융상품몰 탐색 편의성	상품 검색 기능의 정확성
TD	플랫폼	금융상품몰	금융상품몰 탐색 편의성	상품 간 비교 기능의 유용성
TD	플랫폼	금융상품몰	금융상품몰 탐색 편의성	필터링 및 정렬 기능의 유연성
TD	플랫폼	금융상품몰	금융상품몰 탐색 편의성	최근/인기 상품 목록의 유용성
TD	플랫폼	금융상품몰	금융상품몰 탐색 편의성	탐색 경로의 간결성
TD	플랫폼	금융상품몰	금융상품몰 메뉴체계의 시인성	카테고리 분류의 직관성
TD	플랫폼	금융상품몰	금융상품몰 메뉴체계의 시인성	메뉴 깊이의 적정성
TD	플랫폼	금융상품몰	금융상품몰 메뉴체계의 시인성	현재 위치 표시의 명확성
TD	플랫폼	금융상품몰	금융상품몰 메뉴체계의 시인성	공통 기능 버튼의 일관성
TD	플랫폼	금융상품몰	금융상품몰 메뉴체계의 시인성	시각적 계층 구조
TD	플랫폼	금융상품몰	금융상품의 다양성	상품군의 포괄성
TD	플랫폼	금융상품몰	금융상품의 다양성	특화 고객 대상 상품
TD	플랫폼	금융상품몰	금융상품의 다양성	제휴 및 복합 상품 연계
TD	플랫폼	금융상품몰	금융상품의 다양성	상품 정보의 최신성
TD	플랫폼	금융상품몰	금융상품의 다양성	상품 포트폴리오 제안
TD	플랫폼	금융상품몰	상품 추천의 적정성	개인화 추천의 정확도
TD	플랫폼	금융상품몰	상품 추천의 적정성	추천 이유의 명확성
TD	플랫폼	금융상품몰	상품 추천의 적정성	맞춤형 금리/한도 자동 계산
TD	플랫폼	금융상품몰	상품 추천의 적정성	추천 상품의 적절성
TD	플랫폼	금융상품몰	상품 추천의 적정성	투자성향 분석 연계
TD	플랫폼	금융상품몰	상품 정보의 이해 용이성	핵심 정보의 요약 제공
TD	플랫폼	금융상품몰	상품 정보의 이해 용이성	금융 용어 설명 제공
TD	플랫폼	금융상품몰	상품 정보의 이해 용이성	Q&A 및 FAQ 연동
TD	플랫폼	금융상품몰	상품 정보의 이해 용이성	가입 예시 및 시뮬레이션
TD	플랫폼	금융상품몰	상품 정보의 이해 용이성	약관/설명서의 접근성
TD	플랫폼	금융상품몰	상품 가입화면 진입의 원활성	가입/신청 버튼의 가시성
TD	플랫폼	금융상품몰	상품 가입화면 진입의 원활성	가입 전 예상 소요 시간 안내
TD	플랫폼	금융상품몰	상품 가입화면 진입의 원활성	진입 오류/앱 튕김 방지
TD	플랫폼	금융상품몰	상품 가입화면 진입의 원활성	가입 자격 확인의 신속성
TD	플랫폼	금융상품몰	상품 가입화면 진입의 원활성	비회원/로그인 상태 연계
TD	플랫폼	상품가입	약관 동의의 적절성	약관의 시각적 명확성
TD	플랫폼	상품가입	약관 동의의 적절성	핵심 내용 요약 제공
TD	플랫폼	상품가입	약관 동의의 적절성	동의 방식의 간편성
TD	플랫폼	상품가입	약관 동의의 적절성	약관 내용 검색 기능
TD	플랫폼	상품가입	약관 동의의 적절성	동의 이전 단계 복귀
TD	플랫폼	상품가입	상품 가입정보 입력 편의성	자동 완성 및 기존 정보 연동
TD	플랫폼	상품가입	상품 가입정보 입력 편의성	OCR/카메라 입력 활용
TD	플랫폼	상품가입	상품 가입정보 입력 편의성	입력 오류 방지 및 안내
TD	플랫폼	상품가입	상품 가입정보 입력 편의성	비대면 서류 제출의 간편성
TD	플랫폼	상품가입	상품 가입정보 입력 편의성	직관적인 키패드 활용
TD	플랫폼	상품가입	본인인증 확인 및 보안성	인증 수단 전환 유연성
TD	플랫폼	상품가입	본인인증 확인 및 보안성	인증 과정의 신속성
TD	플랫폼	상품가입	본인인증 확인 및 보안성	최종 확인 시 보안 강화
TD	플랫폼	상품가입	본인인증 확인 및 보안성	개인 정보 마스킹 및 보호
TD	플랫폼	상품가입	본인인증 확인 및 보안성	이상 행위 탐지(FDS) 연계
TD	플랫폼	상품가입	상품가입중 상담 연결 편의성	챗봇/AI 상담의 즉각 연결
TD	플랫폼	상품가입	상품가입중 상담 연결 편의성	상담사 연결 및 대기 시간
TD	플랫폼	상품가입	상품가입중 상담 연결 편의성	상담 후 가입 재개 기능
TD	플랫폼	상품가입	상품가입중 상담 연결 편의성	상담 이력의 자동 연계
TD	플랫폼	상품가입	상품가입중 상담 연결 편의성	연결 채널의 다양성
TD	플랫폼	상품가입	가입절차의 업무연속성	진행 상황 표시(Progress Bar)
TD	플랫폼	상품가입	가입절차의 업무연속성	임시 저장 및 재개 기능
TD	플랫폼	상품가입	가입절차의 업무연속성	필수 입력 항목의 명확성
TD	플랫폼	상품가입	가입절차의 업무연속성	화면 전환 및 로딩 속도
TD	플랫폼	상품가입	가입절차의 업무연속성	타 서비스 연동 필요 최소화
TD	플랫폼	상품가입	가입정보 안내의 충분성	가입 완료 후 핵심 정보 요약
TD	플랫폼	상품가입	가입정보 안내의 충분성	계약 서류의 다운로드/확인
TD	플랫폼	상품가입	가입정보 안내의 충분성	다음 행동 가이드 제시
TD	플랫폼	상품가입	가입정보 안내의 충분성	이중 가입 방지 및 확인
TD	플랫폼	상품가입	가입정보 안내의 충분성	해피콜/추가 안내의 적절성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 시인성	거래 내역 검색 가독성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 시인성	이체 정보 입력 필드
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 시인성	알림 및 경고 메시지
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 시인성	화면 요소의 계층 구조
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 시인성	필터링/정렬 기능의 명확성
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 기능성	거래 내역 검색 속도
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 기능성	퀵 이체/재이체 기능
TD	플랫폼	계좌조회/이체	계좌조회/이체 화면의 기능성	화면 내 연관 기능 연결
